speaker,text,date,candidate,year,type
TRUMP,"no, the taxpayers. it's called china.",10/22/2020,1,2020,Presidential
BIDEN,not true.,10/22/2020,1,2020,Presidential
TRUMP,"china pays for $28 billion and you know what they did to pay it, joe? they devalued their currency and they also paid up, and you know who got the money? our farmers. our great farmers, because they would target it. you never charge them anything. also, i charged them 25% on dumped steel, because they were killing our steel industry. we were not going to have a steel, and now we have a steel industry",10/22/2020,1,2020,Presidential
WELKER,"ok, vice president biden, your response, please?",10/22/2020,0,2020,Presidential
BIDEN,"this isn't about me. there's a reason why he's bringing up all this malarkey. there's a reason for it. he doesn't want to talk about the substantive issues. it's not about his family and my family. it's about your family, and your family's hurting badly. if you're making less than, if you're a middle class family, you're getting hurt badly right now. you're sitting at the kitchen table this morning deciding, well, we can't get new tires, they're bald, because we have to wait another month. or, so are we going to be able to pay the mortgage? who's going to tell her, she can't go back to community college? they're the decisions you're making in the middle class families like i grew up in scranton and claymot. they're in trouble. we should be talking about your families but that's the last thing he wants to talk about.",10/22/2020,1,2020,Presidential
WELKER,"i wanted to say, i want to tell —",10/22/2020,0,2020,Presidential
TRUMP,"that is a typical statement. just 10 seconds, please.",10/22/2020,1,2020,Presidential
WELKER,"10 seconds mr president, 10 seconds.",10/22/2020,0,2020,Presidential
TRUMP,"just a typical political statement. let's get off this china thing, and then he looks — the family, around the table, everything. just a typical politician when i see that.",10/22/2020,1,2020,Presidential
WELKER,"all right, let's talk —",10/22/2020,0,2020,Presidential
TRUMP,"i'm not a typical politician, that's why i got elected.",10/22/2020,1,2020,Presidential
WELKER,let's talk about —,10/22/2020,0,2020,Presidential
TRUMP,"let's get off the subject of china, let's talk around sitting around the table. come on, joe, you can do better.",10/22/2020,1,2020,Presidential
